gene_symbol	uniprot_acc	papers_found	papers_selected	evidence_grade	tier
SSC5D	A1L4H1	170	4	weak	no
SSMEM1	Q8WWF3	51	2	weak	low
SSPN	Q14714	249	17	direct_single_method	canonical
SSR1	P43307	223	9	weak	no
SSTR1	P30872	257	28	direct_single_method	canonical
SSTR2	P30874	303	34	direct_multi_method	canonical
SSTR3	P32745	256	37	direct_multi_method	canonical
SSTR4	P31391	271	25	supportive_but_indirect	canonical
SSTR5	P35346	266	39	direct_multi_method	canonical
ST14	Q9Y5Y6	323	17	direct_multi_method	likely
ST3GAL1	Q11201	376	17	supportive_but_indirect	likely
ST6GAL1	P15907	243	35	direct_multi_method	likely
STAB1	Q9NY15	246	29	direct_multi_method	canonical
STAB2	Q8WWQ8	339	5	direct_multi_method	likely
STAMBP	O95630	243	10	weak	no
STAMBPL1	Q96FJ0	172	4	weak	no
STBD1	O95210	198	7	weak	no
STEAP1	Q9UHE8	243	27	direct_multi_method	canonical
STEAP1B	Q6NZ63	98	5	direct_multi_method	canonical
STEAP2	Q8NFT2	206	17	direct_single_method	canonical
STEAP3	Q658P3	272	19	supportive_but_indirect	canonical
STEAP4	Q687X5	222	25	direct_single_method	canonical
STIM1	Q13586	262	33	direct_multi_method	likely
STIM2	Q9P246	218	31	direct_multi_method	likely
STIP1	P31948	299	6	supportive_but_indirect	likely
STOM	P27105	239	23	direct_single_method	canonical
STOML1	Q9UBI4	163	9	weak	no
STOML2	Q9UJZ1	198	17	weak	low
STOML3	Q8TAV4	334	3	weak	low
STRA6	Q9BX79	214	27	direct_multi_method	canonical
STRC	Q7RTU9	202	12	supportive_but_indirect	likely
STRN3	Q13033	181	9	weak	no
STS	P08842	303	2	weak	low
STUM	Q69YW2	128	1	weak	low
STX19	Q8N4C7	86	3	weak	no
STX1A	Q16623	243	16	weak	no
STX3	Q13277	216	28	supportive_but_indirect	likely
STX4	Q12846	227	27	supportive_but_indirect	likely
STYK1	Q6J9G0	270	9	supportive_but_indirect	low
SUCNR1	Q9BXA5	234	32	direct_single_method	canonical
SUCO	Q9UBS9	358	3	weak	no
SULF1	Q8IWU6	230	26	direct_multi_method	canonical
SULF2	Q8IWU5	230	28	direct_multi_method	canonical
SUMF1	Q8NBK3	237	8	weak	no
SUN5	Q8TC36	163	11	weak	no
SUSD1	Q6UWL2	117	1	weak	low
SUSD2	Q9UGT4	194	23	direct_multi_method	canonical
SUSD3	Q96L08	128	5	direct_single_method	canonical
SUSD4	Q5VX71	158	6	direct_multi_method	likely
SUSD5	O60279	116	0	weak	low
SUSD6	Q92537	210	2	weak	likely
SV2A	Q7L0J3	276	12	weak	low
SV2B	Q7L1I2	205	22	weak	no
SV2C	Q496J9	200	0	weak	no
SVEP1	Q4LDE5	197	20	weak	low
SVIL	O95425	219	15	weak	no
SVOPL	Q8N434	123	5	weak	uncertain
SYCP1	Q15431	285	4	weak	no
SYDE2	Q5VT97	134	1	weak	no
SYK	P43405	304	19	weak	no
SYNC	Q9H7C4	282	4	weak	no
SYNDIG1	Q9H7V2	158	13	supportive_but_indirect	likely
SYNDIG1L	A6NDD5	113	5	weak	no
SYNE2	Q8WXH0	344	14	weak	no
SYNJ2BP	P57105	214	10	weak	no
SYPL1	Q16563	201	11	weak	no
SYPL2	Q5VXT5	168	6	weak	no
SYT11	Q9BT88	181	8	weak	no
SYT12	Q8IV01	163	2	weak	no
SYT14	Q8NB59	127	3	weak	no
SYT15	Q9BQS2	106	1	weak	low
SYT3	Q9BQG1	238	8	supportive_but_indirect	likely
SYT6	Q5T7P8	176	8	weak	no
SYT7	O43581	232	23	weak	low
SYT8	Q8NBV8	206	6	supportive_but_indirect	likely
TAAR1	Q96RJ0	231	23	direct_single_method	likely
TAAR2	Q9P1P5	136	7	supportive_but_indirect	likely
TAAR5	O14804	255	9	direct_single_method	likely
TAAR6	Q96RI8	197	6	weak	canonical
TAAR8	Q969N4	194	10	direct_single_method	canonical
TAAR9	Q96RI9	209	8	supportive_but_indirect	canonical
TACR1	P25103	333	16	direct_multi_method	canonical
TACR2	P21452	287	12	supportive_but_indirect	canonical
TACR3	P29371	280	17	direct_multi_method	canonical
TACSTD2	P09758	269	46	direct_multi_method	canonical
TAF15	Q92804	224	1	weak	low
TAPBPL	Q9BX59	207	22	direct_multi_method	likely
TARM1	B6A8C7	109	6	direct_single_method	canonical
TAS1R1	Q7RTX1	286	24	supportive_but_indirect	canonical
TAS1R2	Q8TE23	253	25	direct_multi_method	canonical
TAS1R3	Q7RTX0	222	31	direct_multi_method	canonical
TAS2R1	Q9NYW7	195	20	direct_single_method	canonical
TAS2R10	Q9NYW0	159	22	direct_multi_method	canonical
TAS2R13	Q9NYV9	203	14	supportive_but_indirect	likely
TAS2R14	Q9NYV8	208	31	direct_multi_method	canonical
TAS2R16	Q9NYV7	155	21	direct_single_method	likely
TAS2R19	P59542	113	17	supportive_but_indirect	canonical
TAS2R20	P59543	116	20	direct_single_method	canonical
TAS2R3	Q9NYW6	140	21	supportive_but_indirect	likely
TAS2R30	P59541	102	17	supportive_but_indirect	likely
TAS2R31	P59538	146	19	supportive_but_indirect	likely
TAS2R33	P0DSN6	3	0	weak	likely
TAS2R36	P0DTE0	12	3	weak	canonical
TAS2R38	P59533	292	20	direct_multi_method	canonical
TAS2R39	P59534	131	24	direct_single_method	canonical
TAS2R4	Q9NYW5	156	26	direct_multi_method	canonical
TAS2R40	P59535	105	13	supportive_but_indirect	likely
TAS2R41	P59536	94	10	weak	likely
TAS2R42	Q7RTR8	92	15	supportive_but_indirect	likely
TAS2R43	P59537	146	22	direct_multi_method	canonical
TAS2R45	P59539	76	12	supportive_but_indirect	canonical
TAS2R46	P59540	150	24	direct_multi_method	canonical
TAS2R5	Q9NYW4	150	19	supportive_but_indirect	likely
TAS2R50	P59544	119	16	direct_single_method	canonical
TAS2R60	P59551	103	9	weak	likely
TAS2R7	Q9NYW3	143	22	supportive_but_indirect	canonical
TAS2R8	Q9NYW2	135	19	supportive_but_indirect	canonical
TAS2R9	Q9NYW1	132	15	direct_single_method	likely
TBC1D10A	Q9BXI6	160	10	weak	no
TBC1D3D	A0A087WVF3	114	3	weak	no
TBC1D3E	A0A087X179	46	2	weak	no
TBC1D3K	A0A087X1G2	139	0	weak	no
TBC1D8	O95759	261	0	weak	no
TBC1D9B	Q66K14	119	5	weak	no
TBXA2R	P21731	218	25	direct_multi_method	canonical
TCAF1	Q9Y4C2	123	2	weak	low
TCAF2	A6NFQ2	116	3	supportive_but_indirect	canonical
TCIRG1	Q13488	271	9	direct_single_method	likely
TCP11	Q8WWU5	171	4	conflicting	low
TCP11X1	B4DZS4	5	0	weak	no
TCTA	P57738	185	1	supportive_but_indirect	likely
TCTN1	Q2MV58	165	10	supportive_but_indirect	likely
TCTN2	Q96GX1	152	7	supportive_but_indirect	likely
TCTN3	Q6NUS6	150	7	supportive_but_indirect	likely
TECTA	O75443	226	9	direct_multi_method	likely
TECTB	Q96PL2	116	8	supportive_but_indirect	likely
TEDDM1	Q5T9Z0	95	0	weak	low
TEK	Q02763	314	37	direct_multi_method	canonical
TENM1	Q9UKZ4	327	15	supportive_but_indirect	canonical
TENM2	Q9NT68	226	13	direct_single_method	likely
TENM3	Q9P273	232	19	direct_multi_method	likely
TENM4	Q6N022	222	14	direct_multi_method	canonical
TEX101	Q9BY14	222	13	direct_multi_method	likely
TEX29	Q8N6K0	75	1	weak	low
TEX36	Q5VZQ5	55	0	weak	no
TEX38	Q6PEX7	43	4	supportive_but_indirect	likely
TEX46	H3BTG2	252	1	weak	low
TEX50	A0A1B0GTY4	57	1	weak	low
TEX51	A0A1B0GUA7	17	1	weak	low
TF	P02787	380	10	weak	no
TFAM	Q00059	292	2	conflicting	low
TFPI	P10646	316	9	direct_multi_method	canonical
TFPI2	P48307	287	15	weak	likely
TFR2	Q9UP52	227	21	direct_multi_method	canonical
TFRC	P02786	285	45	direct_multi_method	canonical
TGFA	P01135	264	17	direct_multi_method	canonical
TGFB1	P01137	340	12	supportive_but_indirect	likely
TGFB3	P10600	329	6	weak	low
TGFBI	Q15582	302	17	weak	low
TGFBR1	P36897	297	31	supportive_but_indirect	canonical
TGFBR2	P37173	289	36	direct_multi_method	canonical
TGFBR3	Q03167	246	29	direct_multi_method	canonical
TGFBR3L	H3BV60	140	6	supportive_but_indirect	likely
TGM1	P22735	365	3	weak	low
TGM2	P21980	357	14	direct_single_method	likely
TGOLN2	O43493	245	15	supportive_but_indirect	likely
THBD	P07204	312	15	direct_multi_method	canonical
THBS1	P07996	277	33	supportive_but_indirect	canonical
THBS3	P49746	233	7	direct_single_method	likely
THBS4	P35443	245	21	supportive_but_indirect	canonical
THNSL2	Q86YJ6	205	1	weak	no
THSD1	Q9NS62	147	8	supportive_but_indirect	likely
THSD7A	Q9UPZ6	241	16	direct_multi_method	likely
THSD7B	Q9C0I4	146	0	weak	low
THSD8	A0A1W2PP97	5	0	weak	uncertain
THY1	P04216	353	30	direct_multi_method	canonical
TIE1	P35590	276	28	direct_single_method	canonical
TIGIT	Q495A1	308	42	direct_multi_method	canonical
TIMD4	Q96H15	294	38	direct_multi_method	canonical
TIMP1	P01033	338	22	supportive_but_indirect	likely
TIMP2	P16035	334	16	direct_single_method	canonical
TIMP3	P35625	307	14	weak	low
TIMP4	Q99727	251	9	supportive_but_indirect	canonical
TINAGL1	Q9GZM7	355	5	weak	low
TJP1	Q07157	363	29	weak	no
TK1	P04183	260	3	weak	no
TLCD1	Q96CP7	94	3	direct_single_method	canonical
TLCD2	A6NGC4	83	1	weak	low
TLCD3A	Q8TBR7	131	2	weak	low
TLL2	Q9Y6L7	177	4	weak	no
TLN1	Q9Y490	268	23	weak	no
TLR1	Q15399	340	13	supportive_but_indirect	canonical
TLR10	Q9BXR5	236	17	direct_multi_method	likely
TLR2	O60603	366	35	direct_multi_method	canonical
TLR3	O15455	330	23	supportive_but_indirect	likely
TLR4	O00206	372	27	direct_multi_method	canonical
TLR5	O60602	341	23	direct_multi_method	canonical
TLR6	Q9Y2C9	291	26	direct_multi_method	canonical
TLR7	Q9NYK1	331	21	conflicting	low
TLR8	Q9NR97	300	29	weak	low
TLR9	Q9NR96	340	23	conflicting	low
TM2D1	Q9BX74	258	2	weak	low
TM2D2	Q9BX73	141	2	weak	low
TM2D3	Q9BRN9	142	3	conflicting	no
TM4SF1	P30408	322	15	direct_multi_method	canonical
TM4SF18	Q96CE8	113	5	supportive_but_indirect	canonical
TM4SF19	Q96DZ7	120	6	direct_single_method	likely
TM4SF20	Q53R12	114	7	supportive_but_indirect	low
TM4SF4	P48230	188	14	direct_multi_method	canonical
TM4SF5	O14894	137	23	direct_multi_method	canonical
TM6SF1	Q9BZW5	140	0	weak	no
TM7SF3	Q9NS93	146	7	direct_multi_method	canonical
TM9SF1	O15321	168	9	weak	likely
TM9SF3	Q9HD45	174	11	weak	no
TM9SF4	Q92544	138	13	weak	no
TMBIM1	Q969X1	168	10	weak	no
TMC1	Q8TDI8	202	28	supportive_but_indirect	likely
TMC2	Q8TDI7	181	21	direct_multi_method	likely
TMC3	Q7Z5M5	119	9	weak	low
TMC4	Q7Z404	175	12	direct_single_method	likely
TMC5	Q6UXY8	154	5	weak	low
TMC7	Q7Z402	149	5	weak	low
TMCO5A	Q8N6Q1	67	2	weak	no
TMDD1	P0DPE3	69	1	weak	low
TMED10	P49755	291	17	supportive_but_indirect	low
TMED7	Q9Y3B3	355	7	weak	no
TMED8	Q6PL24	96	2	weak	no
TMEFF1	Q8IYR6	249	8	direct_single_method	likely
TMEFF2	Q9UIK5	309	2	direct_single_method	likely
TMEM100	Q9NV29	188	12	supportive_but_indirect	canonical
TMEM101	Q96IK0	75	1	weak	low
TMEM102	Q8N9M5	205	1	weak	no
TMEM106A	Q96A25	127	7	direct_single_method	canonical
TMEM106B	Q9NUM4	210	20	direct_multi_method	likely
TMEM108	Q6UXF1	192	4	weak	low
TMEM114	B3SHH9	86	4	direct_single_method	likely
TMEM116	Q8NCL8	100	4	weak	no
TMEM117	Q9H0C3	113	4	weak	low
TMEM119	Q4V9L6	279	21	direct_multi_method	likely
TMEM120A	Q9BXJ8	192	17	supportive_but_indirect	low
TMEM121B	Q9BXQ6	84	0	weak	no
TMEM123	Q8N131	144	7	direct_multi_method	canonical
TMEM125	Q96AQ2	103	0	weak	no
TMEM127	O75204	184	11	weak	no
TMEM130	Q8N3G9	138	1	weak	uncertain
TMEM131L	A2VDJ0	101	3	supportive_but_indirect	likely
TMEM132A	Q24JP5	273	7	direct_multi_method	canonical
TMEM132B	Q14DG7	108	3	direct_single_method	likely
TMEM132C	Q8N3T6	147	2	weak	low
TMEM132D	Q14C87	305	7	supportive_but_indirect	likely
TMEM132E	Q6IEE7	104	5	supportive_but_indirect	likely
TMEM134	Q9H6X4	70	4	weak	no
TMEM139	Q8IV31	84	2	weak	low
TMEM140	Q9NV12	149	3	weak	low
TMEM141	Q96I45	76	0	weak	no
TMEM145	Q8NBT3	68	3	supportive_but_indirect	likely
TMEM150A	Q86TG1	119	7	supportive_but_indirect	canonical
TMEM150B	A6NC51	130	4	supportive_but_indirect	low
TMEM150C	B9EJG8	123	15	direct_single_method	likely
TMEM151A	Q8N4L1	85	3	weak	no
TMEM151B	Q8IW70	74	1	weak	no
TMEM154	Q6P9G4	136	8	direct_multi_method	canonical
TMEM156	Q8N614	153	0	weak	low
TMEM158	Q8WZ71	262	2	weak	likely
TMEM161A	Q9NX61	105	3	weak	no
TMEM161B	Q8NDZ6	140	5	conflicting	low
TMEM163	Q8TC26	182	12	direct_multi_method	likely
TMEM164	Q5U3C3	124	8	weak	no
TMEM165	Q9HC07	186	17	weak	no
TMEM169	Q96HH4	85	1	weak	low
TMEM17	Q86X19	134	5	weak	no
TMEM170B	Q5T4T1	74	2	weak	low
TMEM171	Q8WVE6	234	0	weak	no
TMEM174	Q8WUU8	63	4	weak	low
TMEM176A	Q96HP8	195	9	weak	low
TMEM176B	Q3YBM2	198	15	supportive_but_indirect	low
TMEM178A	Q8NBL3	107	4	weak	no
TMEM178B	H3BS89	91	1	weak	no
TMEM179	Q6ZVK1	64	2	weak	uncertain
TMEM179B	Q7Z7N9	58	1	weak	low
TMEM181	Q9P2C4	105	3	direct_single_method	canonical
TMEM182	Q6ZP80	95	3	supportive_but_indirect	likely
TMEM183A	Q8IXX5	92	3	weak	no
TMEM184A	Q6ZMB5	117	11	direct_single_method	likely
TMEM184B	Q9Y519	119	7	weak	no
TMEM184C	Q9NVA4	105	5	weak	no
TMEM187	Q14656	83	2	weak	no
TMEM190	Q8WZ59	81	1	weak	low
TMEM191C	A6NGB0	37	0	weak	low
TMEM192	Q8IY95	154	12	weak	low
TMEM198	Q66K66	67	2	weak	low
TMEM200A	Q86VY9	149	0	weak	low
TMEM200B	Q69YZ2	140	1	supportive_but_indirect	low
TMEM200C	A6NKL6	111	0	weak	low
TMEM202	A6NGA9	29	0	weak	low
TMEM204	Q9BSN7	125	4	supportive_but_indirect	likely
TMEM205	Q6UW68	119	11	supportive_but_indirect	likely
TMEM207	Q6UWW9	82	5	weak	no
TMEM210	A6NLX4	23	1	weak	low
TMEM212	A6NML5	95	1	weak	low
TMEM213	A2RRL7	86	3	weak	no
TMEM215	Q68D42	83	3	supportive_but_indirect	likely
TMEM217	Q8N7C4	70	1	weak	low
TMEM217B	A0A494BZU4	1	0	weak	no
TMEM218	A2RU14	69	5	weak	low
TMEM219	Q86XT9	144	12	direct_multi_method	canonical
TMEM220	Q6QAJ8	101	1	weak	uncertain
TMEM222	Q9H0R3	87	3	weak	no
TMEM225	Q6GV28	39	3	weak	no
TMEM225B	P0DP42	34	0	weak	no
TMEM229A	B2RXF0	65	0	weak	uncertain
TMEM229B	Q8NBD8	98	0	weak	uncertain
TMEM230	Q96A57	142	8	weak	no
TMEM231	Q9H6L2	159	11	weak	no
TMEM232	C9JQI7	108	1	weak	no
TMEM233	B4DJY2	136	3	supportive_but_indirect	likely
TMEM234	Q8WY98	63	1	weak	low
TMEM235	A6NFC5	51	2	weak	no
TMEM236	Q5W0B7	74	0	weak	uncertain
TMEM237	Q96Q45	149	6	supportive_but_indirect	likely
TMEM238	C9JI98	62	0	weak	no
TMEM240	Q5SV17	140	5	weak	low
TMEM243	Q9BU79	138	0	weak	low
TMEM244	Q5VVB8	42	1	weak	no
TMEM245	Q9H330	254	1	weak	no
TMEM248	Q9NWD8	80	0	weak	uncertain
TMEM25	Q86YD3	124	6	supportive_but_indirect	likely
TMEM252	Q8N6L7	91	1	weak	no
TMEM254	Q8TBM7	90	1	weak	no
TMEM255A	Q5JRV8	105	1	weak	low
TMEM255B	Q8WV15	86	1	weak	no
TMEM256	Q8N2U0	146	1	weak	no
TMEM26	Q6ZUK4	219	10	supportive_but_indirect	likely
TMEM260	Q9NX78	86	6	weak	low
TMEM263	Q8WUH6	118	5	weak	low
TMEM265	A0A087WTH1	58	2	weak	uncertain
TMEM266	Q2M3C6	82	3	supportive_but_indirect	likely
TMEM267	Q0VDI3	79	0	weak	low
TMEM268	Q5VZI3	71	3	supportive_but_indirect	low
TMEM269	A0A1B0GVZ9	29	0	weak	uncertain
TMEM270	Q6UE05	61	0	weak	uncertain
TMEM273	Q5T292	59	0	weak	low
TMEM275	A0A0U1RQS6	6	0	weak	uncertain
TMEM278	A6NKF7	59	1	weak	low
TMEM31	Q5JXX7	46	2	weak	low
TMEM35B	Q8NCS4	40	1	weak	no
TMEM37	Q8WXS4	360	0	weak	no
TMEM40	Q8WWA1	127	0	weak	uncertain
TMEM42	Q69YG0	64	0	weak	no
TMEM44	Q2T9K0	115	2	weak	no
TMEM45A	Q9NWC5	192	4	weak	low
TMEM47	Q9BQJ4	155	5	supportive_but_indirect	likely
TMEM50A	O95807	182	3	weak	no
TMEM52	Q8NDY8	85	1	weak	low
TMEM52B	Q4KMG9	89	3	supportive_but_indirect	likely
TMEM54	Q969K7	218	4	weak	low
TMEM59	Q9BXS4	187	16	supportive_but_indirect	low
TMEM59L	Q9UK28	198	3	weak	no
TMEM61	Q8N0U2	65	1	weak	no
TMEM62	Q0P6H9	69	1	weak	low
TMEM63A	O94886	155	21	direct_multi_method	likely
TMEM63B	Q5T3F8	138	20	direct_multi_method	canonical
TMEM63C	Q9P1W3	183	12	weak	low
TMEM65	Q6PI78	144	10	weak	no
TMEM67	Q5HYA8	186	21	direct_single_method	canonical
TMEM72	A0PK05	133	6	supportive_but_indirect	likely
TMEM74	Q96NL1	137	2	weak	low
TMEM79	Q9BSE2	279	3	weak	no
TMEM80	Q96HE8	91	0	weak	low
TMEM81	Q6P7N7	70	3	weak	likely
TMEM82	A0PJX8	54	1	weak	low
TMEM86A	Q8N2M4	95	3	weak	no
TMEM86B	Q8N661	84	2	weak	no
TMEM87A	Q8NBN3	122	9	direct_single_method	likely
TMEM87B	Q96K49	110	4	weak	no
TMEM88	Q6PEY1	170	9	supportive_but_indirect	low
TMEM89	A2RUT3	37	0	weak	uncertain
TMEM8B	A6NDV4	164	7	supportive_but_indirect	canonical
TMEM9	Q9P0T7	156	10	weak	no
TMEM91	Q6ZNR0	118	1	weak	no
TMEM92	Q6UXU6	117	5	weak	low
TMEM95	Q3KNT9	93	9	direct_single_method	likely
TMEM97	Q5BJF2	204	28	direct_multi_method	likely
TMEM98	Q9Y2Y6	185	9	direct_single_method	canonical
TMEM9B	Q9NQ34	105	8	weak	no
TMIE	Q8NEW7	173	21	direct_single_method	likely
TMIGD1	Q6UXZ0	109	13	supportive_but_indirect	likely
TMIGD2	Q96BF3	183	19	direct_multi_method	canonical
TMIGD3	P0DMS9	94	2	weak	low
TMPPE	Q6ZT21	162	1	weak	low
TMPRSS11A	Q6ZMR5	206	9	direct_single_method	likely
TMPRSS11B	Q86T26	111	7	direct_single_method	likely
TMPRSS11D	O60235	355	13	direct_multi_method	canonical
TMPRSS11E	Q9UL52	167	14	direct_multi_method	likely
TMPRSS11F	Q6ZWK6	65	7	direct_single_method	likely
TMPRSS12	Q86WS5	80	5	supportive_but_indirect	likely
TMPRSS13	Q9BYE2	293	10	direct_multi_method	canonical
TMPRSS15	P98073	192	12	direct_single_method	likely
TMPRSS2	O15393	306	30	direct_multi_method	canonical
TMPRSS3	P57727	202	8	direct_single_method	likely
TMPRSS4	Q9NRS4	259	0	weak	likely
TMPRSS5	Q9H3S3	127	5	supportive_but_indirect	likely
TMPRSS6	Q8IU80	296	18	direct_multi_method	canonical
TMPRSS7	Q7RTY8	97	0	weak	likely
TMPRSS9	Q7Z410	167	0	weak	likely
TMTC2	Q8N394	146	7	weak	no
TMUB1	Q9BVT8	277	8	weak	no
TMX3	Q96JJ7	157	10	direct_multi_method	likely
TMX4	Q9H1E5	136	12	weak	no
TNC	P24821	378	8	direct_multi_method	canonical
TNF	P01375	381	6	direct_multi_method	canonical
TNFAIP6	P98066	275	27	weak	low
TNFAIP8	O95379	187	5	weak	no
TNFRSF10A	O00220	289	37	direct_multi_method	canonical
TNFRSF10B	O14763	320	31	direct_multi_method	canonical
TNFRSF10C	O14798	317	11	weak	canonical
TNFRSF10D	Q9UBN6	225	26	direct_multi_method	canonical
TNFRSF11A	Q9Y6Q6	363	16	direct_multi_method	canonical
TNFRSF12A	Q9NP84	238	45	direct_multi_method	canonical
TNFRSF13B	O14836	285	27	direct_multi_method	canonical
TNFRSF13C	Q96RJ3	277	29	direct_multi_method	canonical
TNFRSF14	Q92956	284	30	direct_multi_method	canonical
TNFRSF17	Q02223	296	38	direct_multi_method	canonical
TNFRSF18	Q9Y5U5	269	33	direct_multi_method	canonical
TNFRSF19	Q9NS68	351	13	supportive_but_indirect	canonical
TNFRSF1A	P19438	333	26	direct_multi_method	canonical
TNFRSF1B	P20333	322	31	direct_multi_method	canonical
TNFRSF21	O75509	237	25	direct_multi_method	canonical
TNFRSF25	Q93038	313	27	direct_multi_method	canonical
TNFRSF4	P43489	271	37	direct_multi_method	canonical
TNFRSF6B	O95407	236	19	weak	low
TNFRSF8	P28908	314	26	direct_multi_method	canonical
TNFRSF9	Q07011	298	48	direct_multi_method	canonical
TNFSF10	P50591	353	15	direct_multi_method	canonical
TNFSF11	O14788	330	21	direct_single_method	likely
TNFSF12	O43508	269	24	direct_single_method	likely
TNFSF13	O75888	295	5	weak	low
TNFSF13B	Q9Y275	302	11	weak	canonical
TNFSF14	O43557	392	6	direct_multi_method	canonical
TNFSF15	O95150	247	24	direct_single_method	canonical
TNFSF18	Q9UNG2	238	39	direct_multi_method	canonical
TNFSF4	P23510	288	23	direct_multi_method	canonical
TNFSF8	P32971	241	27	direct_multi_method	canonical
TNFSF9	P41273	253	36	direct_multi_method	canonical
TNK2	Q07912	276	5	weak	no
TNMD	Q9H2S6	366	3	weak	low
TP53I11	O14683	182	1	weak	no
TP53I13	Q8NBR0	81	1	weak	low
TPBG	Q13641	220	30	direct_multi_method	canonical
TPBGL	P0DKB5	48	0	weak	low
TPCN1	Q9ULQ1	256	23	weak	no
TPCN2	Q8NHX9	225	27	direct_multi_method	likely
TPO	P07202	241	10	supportive_but_indirect	likely
TPP1	O14773	277	4	weak	low
TPRA1	Q86W33	158	4	direct_single_method	canonical
TPRG1L	Q5T0D9	204	5	conflicting	low
TPSAB1	Q15661	285	4	weak	low
TPSB2	P20231	243	5	weak	low
TPSG1	Q9NRR2	338	0	weak	likely
TPT1	P13693	318	6	weak	low
TPTE	P56180	229	8	conflicting	low
TPTE2	Q6XPS3	190	8	weak	no
TRA	P0DSE1	308	5	direct_multi_method	canonical
TRABD2A	Q86V40	117	5	supportive_but_indirect	canonical
TRABD2B	A6NFA1	149	4	supportive_but_indirect	canonical
TRAPPC14	Q8WVR3	113	0	weak	no
TRARG1	Q8IXB3	209	7	direct_single_method	likely
TRAT1	Q6PIZ9	317	5	direct_single_method	likely
TRB	P0DSE2	280	8	direct_multi_method	likely
TRDN	Q13061	242	9	weak	no
TREH	O43280	310	1	weak	likely
TREM1	Q9NP99	257	34	direct_multi_method	canonical
TREM2	Q9NZC2	287	38	direct_multi_method	canonical
TREML1	Q86YW5	174	24	direct_multi_method	likely
TREML2	Q5T2D2	198	14	direct_multi_method	canonical
TREML4	Q6UXN2	161	9	supportive_but_indirect	canonical
TRHDE	Q9UKU6	289	5	supportive_but_indirect	likely
TRHR	P34981	256	9	supportive_but_indirect	likely
TRIL	Q7L0X0	194	5	direct_single_method	canonical
TRIM72	Q6ZMU5	214	19	supportive_but_indirect	likely
TRO	Q12816	282	0	weak	low
TRPA1	O75762	318	28	direct_multi_method	canonical
TRPC1	P48995	301	32	direct_multi_method	canonical
TRPC3	Q13507	256	32	direct_multi_method	canonical
TRPC4	Q9UBN4	248	28	direct_multi_method	canonical
TRPC5	Q9UL62	254	38	direct_multi_method	canonical
TRPC6	Q9Y210	267	28	direct_multi_method	canonical
TRPC7	Q9HCX4	229	15	direct_multi_method	canonical
TRPM1	Q7Z4N2	223	17	direct_multi_method	likely
TRPM2	O94759	251	26	direct_multi_method	canonical
TRPM3	Q9HCF6	263	28	direct_multi_method	canonical
TRPM4	Q8TD43	251	34	direct_multi_method	canonical
TRPM5	Q9NZQ8	252	23	direct_multi_method	canonical
TRPM6	Q9BX84	230	20	supportive_but_indirect	likely
TRPM7	Q96QT4	281	26	direct_multi_method	canonical
TRPM8	Q7Z2W7	277	32	direct_multi_method	canonical
TRPV1	Q8NER1	343	31	direct_multi_method	canonical
TRPV2	Q9Y5S1	266	35	direct_multi_method	likely
TRPV3	Q8NET8	269	26	direct_multi_method	canonical
TRPV4	Q9HBA0	302	33	direct_multi_method	canonical
TRPV5	Q9NQA5	251	28	direct_multi_method	canonical
TRPV6	Q9H1D0	311	25	direct_multi_method	canonical
TSGA13	Q96PP4	60	0	weak	no
TSHR	P16473	268	18	direct_multi_method	canonical
TSKU	Q8WUA8	281	2	weak	low
TSPAN1	O60635	243	22	direct_single_method	canonical
TSPAN10	Q9H1Z9	163	12	supportive_but_indirect	likely
TSPAN11	A1L157	112	6	weak	likely
TSPAN12	O95859	209	19	direct_multi_method	canonical
TSPAN13	O95857	204	11	supportive_but_indirect	canonical
TSPAN14	Q8NG11	167	14	direct_multi_method	canonical
TSPAN15	O95858	171	21	direct_multi_method	canonical
TSPAN16	Q9UKR8	195	3	supportive_but_indirect	likely
TSPAN17	Q96FV3	134	8	supportive_but_indirect	likely
TSPAN18	Q96SJ8	192	6	direct_single_method	likely
TSPAN19	P0C672	55	3	weak	low
TSPAN2	O60636	256	6	weak	canonical
TSPAN3	O60637	296	16	direct_single_method	likely
TSPAN31	Q12999	317	8	weak	canonical
TSPAN32	Q96QS1	165	12	weak	low
TSPAN33	Q86UF1	340	16	direct_multi_method	canonical
TSPAN4	O14817	224	25	direct_multi_method	canonical
TSPAN5	P62079	211	17	direct_multi_method	canonical
TSPAN6	O43657	186	14	direct_single_method	canonical
TSPAN7	P41732	226	16	direct_multi_method	canonical
TSPAN8	P19075	251	38	direct_multi_method	canonical
TSPAN9	O75954	180	15	supportive_but_indirect	canonical
TSPEAR	Q8WU66	169	3	weak	low
TSPO	P30536	341	3	weak	no
TSPO2	Q5TGU0	93	8	direct_multi_method	likely
TTC17	Q96AE7	121	1	weak	no
TTC7B	Q86TV6	132	9	weak	no
TTLL12	Q14166	154	5	weak	no
TTYH1	Q9H313	179	15	direct_multi_method	canonical
TTYH2	Q9BSA4	147	14	direct_multi_method	canonical
TTYH3	Q9C0H2	185	13	direct_multi_method	canonical
TUB	P50607	309	1	weak	low
TXN	P10599	316	11	weak	low
TXNDC11	Q6PKC3	141	4	weak	no
TXNDC15	Q96J42	277	3	weak	no
TYR	P14679	371	9	weak	low
TYRO3	Q06418	345	6	direct_single_method	canonical
TYROBP	O43914	263	25	direct_multi_method	canonical
TYRP1	P17643	362	11	direct_single_method	likely
